rule,tract_geoid,newly_covered
A_commercial,55025001401,False
A_commercial,55025001402,False
A_commercial,55025001404,False
A_commercial,55025001405,False
A_commercial,55025001501,False
A_commercial,55025001502,False
A_commercial,55025001603,False
A_commercial,55025001604,False
A_commercial,55025001605,False
A_commercial,55025001606,False
A_commercial,55025001704,False
A_commercial,55025001706,False
A_commercial,55025001707,False
A_commercial,55025001802,False
A_commercial,55025001804,False
A_commercial,55025001901,False
A_commercial,55025001902,False
A_commercial,55025002000,False
A_commercial,55025002100,False
A_commercial,55025002200,False
A_commercial,55025002402,False
A_commercial,55025002500,False
A_commercial,55025002601,False
A_commercial,55025002602,False
A_commercial,55025002603,False
A_commercial,55025002700,False
A_commercial,55025002800,False
A_commercial,55025002900,False
A_commercial,55025003001,False
A_commercial,55025003002,False
A_commercial,55025003100,False
A_commercial,55025003200,False
A_commercial,55025010100,False
A_commercial,55025010200,False
A_commercial,55025010300,False
A_commercial,55025010400,False
A_commercial,55025010501,False
A_commercial,55025010701,False
A_commercial,55025010702,False
A_commercial,55025010801,False
A_commercial,55025010802,False
A_commercial,55025010903,False
A_commercial,55025010905,False
A_commercial,55025010906,False
A_commercial,55025011000,False
A_commercial,55025011101,False
A_commercial,55025011103,False
A_commercial,55025011104,False
A_commercial,55025011202,False
A_commercial,55025011301,False
A_commercial,55025011302,False
A_commercial,55025011403,False
A_commercial,55025011404,False
A_commercial,55025011405,False
A_commercial,55025011406,False
A_commercial,55025011407,False
A_commercial,55025011504,False
A_commercial,55025011505,False
A_commercial,55025011506,False
A_commercial,55025011507,False
A_commercial,55025011508,False
A_commercial,55025012201,False
A_commercial,55025012202,False
A_commercial,55025012300,False
A_commercial,55025991702,False
A_commercial,55025991703,False
A_commercial,55027960200,False
A_commercial,55027960300,False
A_commercial,55027960400,False
A_commercial,55027960500,False
A_commercial,55027960600,False
A_commercial,55027960700,False
A_commercial,55027960800,False
A_commercial,55027960900,False
A_commercial,55027961000,False
A_commercial,55027961100,False
A_commercial,55027961200,False
A_commercial,55027961600,False
A_commercial,55027961700,False
A_commercial,55027961800,False
A_commercial,55027961900,False
A_commercial,55027962000,False
A_commercial,55029100100,False
A_commercial,55029100300,False
A_commercial,55029100400,False
A_commercial,55029100500,False
A_commercial,55029100600,False
A_commercial,55029100700,False
A_commercial,55029100800,False
A_commercial,55029100900,False
A_commercial,55029101000,False
A_commercial,55029990000,False
A_commercial,55035000401,False
A_commercial,55035000402,False
A_commercial,55035000501,False
A_commercial,55035000502,False
A_commercial,55035000600,False
A_commercial,55035000700,False
A_commercial,55035000801,False
A_commercial,55035000802,False
A_commercial,55035000803,False
A_commercial,55035000900,False
A_commercial,55035001101,False
A_commercial,55035001200,False
A_commercial,55035001300,False
A_commercial,55035001401,False
A_commercial,55035001402,False
A_commercial,55035001700,False
A_commercial,55039040100,False
A_commercial,55039040200,False
A_commercial,55039040300,False
A_commercial,55039040400,False
A_commercial,55039040500,False
A_commercial,55039040700,False
A_commercial,55039040800,False
A_commercial,55039040900,False
A_commercial,55039041000,False
A_commercial,55039041101,False
A_commercial,55039041102,False
A_commercial,55039041300,False
A_commercial,55039042100,False
A_commercial,55041950100,False
A_commercial,55041950200,False
A_commercial,55041950300,False
A_commercial,55041950400,False
A_commercial,55047100100,False
A_commercial,55047100200,False
A_commercial,55047100300,False
A_commercial,55051180100,False
A_commercial,55051180200,False
A_commercial,55051180300,False
A_commercial,55051990000,False
A_commercial,55055100100,False
A_commercial,55055100200,False
A_commercial,55055100301,False
A_commercial,55055100302,False
A_commercial,55055100400,False
A_commercial,55055100500,False
A_commercial,55055100601,False
A_commercial,55055100602,False
A_commercial,55055100700,False
A_commercial,55055100800,False
A_commercial,55055100900,False
A_commercial,55055101000,False
A_commercial,55055101100,False
A_commercial,55055101201,False
A_commercial,55055101202,False
A_commercial,55055101300,False
A_commercial,55055101400,False
A_commercial,55055101500,False
A_commercial,55055101600,False
A_commercial,55055101701,False
A_commercial,55055101702,False
A_commercial,55057100700,False
A_commercial,55059000400,False
A_commercial,55059000603,False
A_commercial,55059000700,False
A_commercial,55059000800,False
A_commercial,55059000900,False
A_commercial,55059001000,False
A_commercial,55059001100,False
A_commercial,55059001200,False
A_commercial,55059001300,False
A_commercial,55059001401,False
A_commercial,55059001402,False
A_commercial,55059001500,False
A_commercial,55059001600,False
A_commercial,55059001700,False
A_commercial,55059001800,False
A_commercial,55059002100,False
A_commercial,55059002200,False
A_commercial,55059002300,False
A_commercial,55059002400,False
A_commercial,55059002500,False
A_commercial,55059002603,False
A_commercial,55059002604,False
A_commercial,55059002801,False
A_commercial,55059003001,False
A_commercial,55059003002,False
A_commercial,55061960100,False
A_commercial,55061960200,False
A_commercial,55063000100,False
A_commercial,55063000200,False
A_commercial,55063000300,False
A_commercial,55063000401,False
A_commercial,55063000402,False
A_commercial,55063000500,False
A_commercial,55063000600,False
A_commercial,55063000700,False
A_commercial,55063000800,False
A_commercial,55063000900,False
A_commercial,55063001000,False
A_commercial,55063001101,False
A_commercial,55063001102,False
A_commercial,55063001200,False
A_commercial,55063010202,False
A_commercial,55063010203,False
A_commercial,55063010204,False
A_commercial,55063010401,False
A_commercial,55063010403,False
A_commercial,55063010500,False
