tract_geoid,county_name,tier,households,lmi_flag,lmi_basis,is_in_catchment,lenders_originating,all_applications,all_originations,all_origination_amt,subject_originations,subject_origination_amt,capture_rate_pct,competitor_originations,competitor_origination_amt
17031031300,Cook County,metro,4216,False,ffiec_ratio,True,41,137.0,85.0,25285000.0,0.0,0.0,0.0,85.0,25285000.0
55025000600,Dane County,metro,2291,True,ffiec_ratio,True,27,133.0,88.0,26640000.0,3.0,285000.0,3.409,85.0,26355000.0
55079101800,Milwaukee County,metro,1356,False,ffiec_ratio,True,41,129.0,87.0,24085000.0,2.0,630000.0,2.299,85.0,23455000.0
55111000103,Sauk County,micro,1036,False,ffiec_ratio,True,30,137.0,87.0,17645000.0,2.0,980000.0,2.299,85.0,16665000.0
55105002200,Rock County,metro,803,False,ffiec_ratio,True,34,127.0,94.0,24300000.0,9.0,1065000.0,9.574,85.0,23235000.0
17097862603,Lake County,metro,2539,True,ffiec_ratio,True,38,165.0,87.0,13455000.0,2.0,170000.0,2.299,85.0,13285000.0
55085970101,Oneida County,rural,913,False,ffiec_ratio,True,38,131.0,88.0,25190000.0,3.0,455000.0,3.409,85.0,24735000.0
55009021000,Brown County,metro,1178,False,ffiec_ratio,True,35,121.0,94.0,18510000.0,9.0,1455000.0,9.574,85.0,17055000.0
17031010201,Cook County,metro,2972,True,ffiec_ratio,True,43,154.0,85.0,49615000.0,0.0,0.0,0.0,85.0,49615000.0
55079020200,Milwaukee County,metro,1172,True,ffiec_ratio,True,33,157.0,86.0,14690000.0,1.0,45000.0,1.163,85.0,14645000.0
55055101500,Jefferson County,micro,1644,False,ffiec_ratio,True,33,130.0,87.0,16815000.0,2.0,290000.0,2.299,85.0,16525000.0
17031802100,Cook County,metro,1251,False,ffiec_ratio,True,49,149.0,86.0,49820000.0,1.0,245000.0,1.163,85.0,49575000.0
55079091200,Milwaukee County,metro,3006,False,ffiec_ratio,True,41,128.0,86.0,23350000.0,1.0,255000.0,1.163,85.0,23095000.0
17031824507,Cook County,metro,1706,True,ffiec_ratio,False,48,146.0,85.0,16175000.0,0.0,0.0,0.0,85.0,16175000.0
17031829200,Cook County,metro,1783,True,ffiec_ratio,False,44,164.0,85.0,13635000.0,0.0,0.0,0.0,85.0,13635000.0
17019001100,Champaign County,metro,1629,False,ffiec_ratio,False,44,133.0,85.0,15845000.0,0.0,0.0,0.0,85.0,15845000.0
17141960700,Ogle County,micro,1543,False,ffiec_ratio,False,38,126.0,86.0,16810000.0,1.0,505000.0,1.163,85.0,16305000.0
17031821002,Cook County,metro,1823,True,ffiec_ratio,False,43,154.0,86.0,18750000.0,1.0,205000.0,1.163,85.0,18545000.0
17113000105,McLean County,metro,1804,False,ffiec_ratio,False,39,116.0,85.0,19795000.0,0.0,0.0,0.0,85.0,19795000.0
17031824128,Cook County,metro,1784,False,ffiec_ratio,False,48,143.0,85.0,31245000.0,0.0,0.0,0.0,85.0,31245000.0
17097861609,Lake County,metro,1631,False,ffiec_ratio,False,48,164.0,85.0,22465000.0,0.0,0.0,0.0,85.0,22465000.0
17197883522,Will County,metro,1119,False,ffiec_ratio,False,46,135.0,85.0,20075000.0,0.0,0.0,0.0,85.0,20075000.0
55017011100,Chippewa County,metro,1729,False,ffiec_ratio,False,36,130.0,89.0,22275000.0,4.0,620000.0,4.494,85.0,21655000.0
17099963900,LaSalle County,micro,2148,False,ffiec_ratio,False,40,137.0,85.0,10675000.0,0.0,0.0,0.0,85.0,10675000.0
55039041901,Fond du Lac County,metro,1485,False,ffiec_ratio,False,33,131.0,87.0,18505000.0,2.0,130000.0,2.299,85.0,18375000.0
17031740100,Cook County,metro,1302,False,ffiec_ratio,False,46,133.0,85.0,21075000.0,0.0,0.0,0.0,85.0,21075000.0
55015020400,Calumet County,metro,1501,False,ffiec_ratio,False,38,119.0,89.0,20665000.0,4.0,740000.0,4.494,85.0,19925000.0
17043841501,DuPage County,metro,1521,True,ffiec_ratio,False,42,165.0,85.0,19825000.0,0.0,0.0,0.0,85.0,19825000.0
17107953100,Logan County,micro,1534,False,ffiec_ratio,False,31,119.0,85.0,9785000.0,0.0,0.0,0.0,85.0,9785000.0
17201000700,Winnebago County,metro,1263,False,ffiec_ratio,True,38,143.0,87.0,12905000.0,3.0,565000.0,3.448,84.0,12340000.0
17089854301,Kane County,metro,1370,True,ffiec_ratio,True,40,139.0,84.0,15220000.0,0.0,0.0,0.0,84.0,15220000.0
55075960600,Marinette County,micro,1244,False,ffiec_ratio,True,42,147.0,87.0,15845000.0,3.0,1235000.0,3.448,84.0,14610000.0
55079101000,Milwaukee County,metro,2375,False,ffiec_ratio,True,38,127.0,87.0,22645000.0,3.0,775000.0,3.448,84.0,21870000.0
17089851910,Kane County,metro,1482,False,ffiec_ratio,True,41,135.0,84.0,19570000.0,0.0,0.0,0.0,84.0,19570000.0
55063001101,La Crosse County,metro,907,False,ffiec_ratio,True,33,115.0,86.0,12410000.0,2.0,130000.0,2.326,84.0,12280000.0
17111871208,McHenry County,metro,1348,False,ffiec_ratio,True,42,142.0,84.0,20380000.0,0.0,0.0,0.0,84.0,20380000.0
17031030200,Cook County,metro,2614,False,ffiec_ratio,True,41,132.0,85.0,42315000.0,1.0,155000.0,1.176,84.0,42160000.0
17201000502,Winnebago County,metro,1695,True,ffiec_ratio,True,40,137.0,87.0,28715000.0,3.0,325000.0,3.448,84.0,28390000.0
55009001300,Brown County,metro,1138,True,ffiec_ratio,True,39,123.0,90.0,16710000.0,6.0,800000.0,6.667,84.0,15910000.0
17119402722,Madison County,metro,1122,False,ffiec_ratio,True,30,114.0,85.0,17875000.0,1.0,25000.0,1.176,84.0,17850000.0
17167000501,Sangamon County,metro,1060,False,ffiec_ratio,False,30,108.0,84.0,10570000.0,0.0,0.0,0.0,84.0,10570000.0
17089852906,Kane County,metro,1941,False,ffiec_ratio,False,43,142.0,84.0,17590000.0,0.0,0.0,0.0,84.0,17590000.0
17043841310,DuPage County,metro,1115,False,ffiec_ratio,False,46,132.0,84.0,28360000.0,0.0,0.0,0.0,84.0,28360000.0
17031811600,Cook County,metro,2269,True,ffiec_ratio,False,41,142.0,84.0,21150000.0,0.0,0.0,0.0,84.0,21150000.0
17043845803,DuPage County,metro,2372,False,ffiec_ratio,False,46,142.0,85.0,47145000.0,1.0,255000.0,1.176,84.0,46890000.0
17183010200,Vermilion County,micro,2012,True,ffiec_ratio,False,29,131.0,84.0,8550000.0,0.0,0.0,0.0,84.0,8550000.0
17031820901,Cook County,metro,1783,True,ffiec_ratio,False,49,142.0,84.0,17040000.0,0.0,0.0,0.0,84.0,17040000.0
17177000900,Stephenson County,micro,2282,False,ffiec_ratio,False,35,146.0,84.0,13310000.0,0.0,0.0,0.0,84.0,13310000.0
17049950600,Effingham County,micro,2321,False,ffiec_ratio,False,28,123.0,84.0,12900000.0,0.0,0.0,0.0,84.0,12900000.0
55031030302,Douglas County,metro,1046,False,ffiec_ratio,False,37,131.0,84.0,15360000.0,0.0,0.0,0.0,84.0,15360000.0
17197883305,Will County,metro,1095,False,ffiec_ratio,False,45,125.0,85.0,18955000.0,1.0,285000.0,1.176,84.0,18670000.0
17007010200,Boone County,metro,2251,True,ffiec_ratio,False,38,148.0,84.0,11170000.0,0.0,0.0,0.0,84.0,11170000.0
17031820902,Cook County,metro,1794,False,ffiec_ratio,False,41,156.0,84.0,16860000.0,0.0,0.0,0.0,84.0,16860000.0
17031809000,Cook County,metro,1643,False,ffiec_ratio,False,42,126.0,86.0,41530000.0,2.0,360000.0,2.326,84.0,41170000.0
17031806300,Cook County,metro,1644,False,ffiec_ratio,False,47,151.0,84.0,20880000.0,0.0,0.0,0.0,84.0,20880000.0
17031820203,Cook County,metro,1312,False,ffiec_ratio,False,42,149.0,85.0,39215000.0,1.0,705000.0,1.176,84.0,38510000.0
17043846513,DuPage County,metro,1010,False,ffiec_ratio,False,49,137.0,84.0,30600000.0,0.0,0.0,0.0,84.0,30600000.0
17197880511,Will County,metro,1110,False,ffiec_ratio,False,45,159.0,84.0,18030000.0,0.0,0.0,0.0,84.0,18030000.0
17197880905,Will County,metro,1234,True,ffiec_ratio,False,42,127.0,84.0,13150000.0,0.0,0.0,0.0,84.0,13150000.0
17043841403,DuPage County,metro,1558,False,ffiec_ratio,False,48,139.0,84.0,28180000.0,0.0,0.0,0.0,84.0,28180000.0
17201000501,Winnebago County,metro,1987,False,ffiec_ratio,True,42,140.0,85.0,12745000.0,2.0,100000.0,2.353,83.0,12645000.0
55127001608,Walworth County,micro,1090,False,ffiec_ratio,True,50,139.0,87.0,20585000.0,4.0,670000.0,4.598,83.0,19915000.0
17031242000,Cook County,metro,2436,False,ffiec_ratio,True,42,128.0,84.0,47510000.0,1.0,55000.0,1.19,83.0,47455000.0
55139003701,Winnebago County,metro,1523,False,ffiec_ratio,True,36,110.0,88.0,20000000.0,5.0,955000.0,5.682,83.0,19045000.0
55079003000,Milwaukee County,metro,1242,True,ffiec_ratio,True,44,168.0,83.0,15185000.0,0.0,0.0,0.0,83.0,15185000.0
55079020800,Milwaukee County,metro,1416,False,ffiec_ratio,True,34,119.0,85.0,16455000.0,2.0,820000.0,2.353,83.0,15635000.0
17031806006,Cook County,metro,1675,False,ffiec_ratio,True,43,160.0,83.0,19185000.0,0.0,0.0,0.0,83.0,19185000.0
55025000505,Dane County,metro,1581,False,ffiec_ratio,True,21,108.0,83.0,19185000.0,0.0,0.0,0.0,83.0,19185000.0
55009010201,Brown County,metro,1277,False,ffiec_ratio,True,35,125.0,92.0,30530000.0,9.0,1425000.0,9.783,83.0,29105000.0
55079120101,Milwaukee County,metro,1943,False,ffiec_ratio,True,36,123.0,85.0,16695000.0,2.0,200000.0,2.353,83.0,16495000.0
17043841109,DuPage County,metro,1504,True,ffiec_ratio,True,45,145.0,83.0,17275000.0,0.0,0.0,0.0,83.0,17275000.0
55139003300,Winnebago County,metro,1341,False,ffiec_ratio,True,41,109.0,85.0,21555000.0,2.0,350000.0,2.353,83.0,21205000.0
55069960800,Lincoln County,rural,1634,False,ffiec_ratio,True,29,140.0,87.0,10365000.0,4.0,350000.0,4.598,83.0,10015000.0
17031832200,Cook County,metro,1684,False,ffiec_ratio,True,43,150.0,84.0,54440000.0,1.0,255000.0,1.19,83.0,54185000.0
17097865400,Lake County,metro,2143,False,ffiec_ratio,False,44,135.0,83.0,43635000.0,0.0,0.0,0.0,83.0,43635000.0
17131040300,Mercer County,metro,1595,False,ffiec_ratio,False,32,121.0,83.0,9165000.0,0.0,0.0,0.0,83.0,9165000.0
17031828508,Cook County,metro,1923,True,ffiec_ratio,False,42,219.0,83.0,17585000.0,0.0,0.0,0.0,83.0,17585000.0
55063010404,La Crosse County,metro,1821,False,ffiec_ratio,False,32,119.0,86.0,22840000.0,3.0,705000.0,3.488,83.0,22135000.0
17163503102,St. Clair County,metro,1757,True,ffiec_ratio,False,41,171.0,84.0,11130000.0,1.0,95000.0,1.19,83.0,11035000.0
17113005402,McLean County,metro,1216,False,ffiec_ratio,False,32,104.0,83.0,15235000.0,0.0,0.0,0.0,83.0,15235000.0
17031828201,Cook County,metro,1727,False,ffiec_ratio,False,43,168.0,83.0,14395000.0,0.0,0.0,0.0,83.0,14395000.0
17031804714,Cook County,metro,1361,False,ffiec_ratio,False,40,136.0,83.0,19005000.0,0.0,0.0,0.0,83.0,19005000.0
17105960700,Livingston County,micro,1584,False,ffiec_ratio,False,27,125.0,83.0,10605000.0,0.0,0.0,0.0,83.0,10605000.0
55115100600,Shawano County,micro,1689,False,ffiec_ratio,False,29,121.0,90.0,12190000.0,7.0,695000.0,7.778,83.0,11495000.0
17031062200,Cook County,metro,1427,False,ffiec_ratio,False,42,128.0,83.0,57875000.0,0.0,0.0,0.0,83.0,57875000.0
17089854506,Kane County,metro,1281,False,ffiec_ratio,False,44,128.0,83.0,24665000.0,0.0,0.0,0.0,83.0,24665000.0
17043840802,DuPage County,metro,2230,False,ffiec_ratio,False,47,153.0,84.0,18270000.0,1.0,255000.0,1.19,83.0,18015000.0
17111870905,McHenry County,metro,2134,True,ffiec_ratio,False,43,139.0,84.0,16490000.0,1.0,35000.0,1.19,83.0,16455000.0
17043843700,DuPage County,metro,1531,False,ffiec_ratio,False,40,139.0,83.0,19505000.0,0.0,0.0,0.0,83.0,19505000.0
17105960100,Livingston County,micro,1642,False,ffiec_ratio,False,43,138.0,83.0,12425000.0,0.0,0.0,0.0,83.0,12425000.0
17161021200,Rock Island County,metro,1914,False,ffiec_ratio,False,33,129.0,83.0,12275000.0,0.0,0.0,0.0,83.0,12275000.0
17063000900,Grundy County,metro,1367,False,ffiec_ratio,False,38,148.0,83.0,12845000.0,0.0,0.0,0.0,83.0,12845000.0
17167001100,Sangamon County,metro,1118,True,ffiec_ratio,False,31,122.0,83.0,11495000.0,0.0,0.0,0.0,83.0,11495000.0
55017011001,Chippewa County,metro,1361,True,ffiec_ratio,False,28,129.0,83.0,14395000.0,0.0,0.0,0.0,83.0,14395000.0
17043845507,DuPage County,metro,1313,False,ffiec_ratio,False,48,130.0,83.0,21825000.0,0.0,0.0,0.0,83.0,21825000.0
17089854001,Kane County,metro,1435,False,ffiec_ratio,True,39,130.0,83.0,21295000.0,1.0,105000.0,1.205,82.0,21190000.0
55087011103,Outagamie County,metro,1527,False,ffiec_ratio,True,32,120.0,83.0,15465000.0,1.0,25000.0,1.205,82.0,15440000.0
55051180300,Iron County,rural,1109,False,ffiec_ratio,True,54,138.0,97.0,23955000.0,15.0,2445000.0,15.464,82.0,21510000.0
55075961400,Marinette County,micro,2255,False,ffiec_ratio,True,30,144.0,84.0,17910000.0,2.0,440000.0,2.381,82.0,17470000.0
55073000200,Marathon County,metro,1310,False,ffiec_ratio,True,28,120.0,85.0,10525000.0,3.0,95000.0,3.529,82.0,10430000.0
55059001200,Kenosha County,metro,1733,True,ffiec_ratio,True,41,140.0,82.0,12060000.0,0.0,0.0,0.0,82.0,12060000.0
17031842200,Cook County,metro,2535,False,ffiec_ratio,True,45,148.0,82.0,40390000.0,0.0,0.0,0.0,82.0,40390000.0
17031800900,Cook County,metro,1714,False,ffiec_ratio,True,51,139.0,82.0,36310000.0,0.0,0.0,0.0,82.0,36310000.0
17045070400,Edgar County,rural,2523,False,ffiec_ratio,False,29,141.0,82.0,8820000.0,0.0,0.0,0.0,82.0,8820000.0
17089850400,Kane County,metro,1088,False,ffiec_ratio,False,43,135.0,82.0,14940000.0,0.0,0.0,0.0,82.0,14940000.0
55117011000,Sheboygan County,metro,1067,False,ffiec_ratio,False,40,116.0,83.0,18115000.0,1.0,225000.0,1.205,82.0,17890000.0
17031060400,Cook County,metro,1578,False,ffiec_ratio,False,40,119.0,82.0,66840000.0,0.0,0.0,0.0,82.0,66840000.0
17031828202,Cook County,metro,1908,False,ffiec_ratio,False,42,186.0,82.0,14450000.0,0.0,0.0,0.0,82.0,14450000.0
17197882601,Will County,metro,1129,True,ffiec_ratio,False,39,129.0,82.0,14390000.0,0.0,0.0,0.0,82.0,14390000.0
55033970100,Dunn County,micro,1630,False,ffiec_ratio,False,27,135.0,82.0,17470000.0,0.0,0.0,0.0,82.0,17470000.0
17031818401,Cook County,metro,1305,False,ffiec_ratio,False,45,144.0,82.0,18200000.0,0.0,0.0,0.0,82.0,18200000.0
17031816900,Cook County,metro,1664,False,ffiec_ratio,False,43,172.0,83.0,15225000.0,1.0,195000.0,1.205,82.0,15030000.0
17197880303,Will County,metro,1479,False,ffiec_ratio,False,48,139.0,82.0,25110000.0,0.0,0.0,0.0,82.0,25110000.0
17083010200,Jersey County,metro,1226,False,ffiec_ratio,False,44,143.0,82.0,16040000.0,0.0,0.0,0.0,82.0,16040000.0
17043840908,DuPage County,metro,1508,False,ffiec_ratio,False,36,129.0,82.0,15080000.0,0.0,0.0,0.0,82.0,15080000.0
55093960800,Pierce County,metro,1452,True,ffiec_ratio,False,40,146.0,90.0,19860000.0,8.0,1750000.0,8.889,82.0,18110000.0
55031020800,Douglas County,metro,1640,False,ffiec_ratio,False,33,107.0,82.0,24490000.0,0.0,0.0,0.0,82.0,24490000.0
17119400101,Madison County,metro,1148,False,ffiec_ratio,False,36,126.0,84.0,9990000.0,2.0,370000.0,2.381,82.0,9620000.0
17019001000,Champaign County,metro,1865,False,ffiec_ratio,False,35,108.0,82.0,11950000.0,0.0,0.0,0.0,82.0,11950000.0
17183001300,Vermilion County,micro,1729,False,ffiec_ratio,False,29,121.0,82.0,13520000.0,0.0,0.0,0.0,82.0,13520000.0
17043845601,DuPage County,metro,1708,False,ffiec_ratio,False,49,129.0,83.0,33105000.0,1.0,705000.0,1.205,82.0,32400000.0
55101002001,Racine County,metro,1211,False,ffiec_ratio,False,39,113.0,83.0,20545000.0,1.0,215000.0,1.205,82.0,20330000.0
17031800600,Cook County,metro,732,False,ffiec_ratio,False,35,125.0,82.0,117600000.0,0.0,0.0,0.0,82.0,117600000.0
55005000300,Barron County,micro,1856,False,ffiec_ratio,False,32,120.0,83.0,14455000.0,1.0,245000.0,1.205,82.0,14210000.0
17043846315,DuPage County,metro,1489,False,ffiec_ratio,False,42,128.0,82.0,22950000.0,0.0,0.0,0.0,82.0,22950000.0
55141010400,Wood County,micro,1549,False,ffiec_ratio,True,37,130.0,86.0,15860000.0,5.0,1035000.0,5.814,81.0,14825000.0
17201000300,Winnebago County,metro,1789,True,ffiec_ratio,True,35,119.0,82.0,14840000.0,1.0,25000.0,1.22,81.0,14815000.0
17089853200,Kane County,metro,1863,True,ffiec_ratio,True,37,147.0,81.0,14555000.0,0.0,0.0,0.0,81.0,14555000.0
55139000900,Winnebago County,metro,1462,False,ffiec_ratio,True,37,107.0,85.0,13365000.0,4.0,340000.0,4.706,81.0,13025000.0
17031071300,Cook County,metro,2193,False,ffiec_ratio,True,41,129.0,82.0,117440000.0,1.0,805000.0,1.22,81.0,116635000.0
17201001400,Winnebago County,metro,1785,True,ffiec_ratio,True,36,145.0,84.0,8430000.0,3.0,165000.0,3.571,81.0,8265000.0
55139003200,Winnebago County,metro,911,False,ffiec_ratio,True,37,113.0,82.0,13110000.0,1.0,45000.0,1.22,81.0,13065000.0
17031832300,Cook County,metro,1272,False,ffiec_ratio,True,42,121.0,81.0,54825000.0,0.0,0.0,0.0,81.0,54825000.0
17031804509,Cook County,metro,1597,False,ffiec_ratio,True,40,151.0,81.0,16185000.0,0.0,0.0,0.0,81.0,16185000.0
55127000202,Walworth County,micro,968,False,ffiec_ratio,True,38,126.0,86.0,24500000.0,5.0,265000.0,5.814,81.0,24235000.0
17015960100,Carroll County,rural,1573,False,ffiec_ratio,False,48,127.0,81.0,26365000.0,0.0,0.0,0.0,81.0,26365000.0
17099962400,LaSalle County,micro,1513,False,ffiec_ratio,False,38,131.0,81.0,18405000.0,0.0,0.0,0.0,81.0,18405000.0
17099962100,LaSalle County,micro,2064,False,ffiec_ratio,False,31,116.0,81.0,11815000.0,0.0,0.0,0.0,81.0,11815000.0
17167002801,Sangamon County,metro,1425,True,ffiec_ratio,False,32,107.0,81.0,9245000.0,0.0,0.0,0.0,81.0,9245000.0
17031490800,Cook County,metro,1223,True,ffiec_ratio,False,40,180.0,81.0,14095000.0,0.0,0.0,0.0,81.0,14095000.0
55025012100,Dane County,metro,921,False,ffiec_ratio,False,33,125.0,83.0,16505000.0,2.0,190000.0,2.41,81.0,16315000.0
55091950100,Pepin County,rural,1668,False,ffiec_ratio,False,26,127.0,82.0,14910000.0,1.0,275000.0,1.22,81.0,14635000.0
17197883811,Will County,metro,1147,False,ffiec_ratio,False,44,130.0,81.0,15985000.0,0.0,0.0,0.0,81.0,15985000.0
17161021300,Rock Island County,metro,2223,False,ffiec_ratio,False,30,103.0,81.0,12135000.0,0.0,0.0,0.0,81.0,12135000.0
17199021400,Williamson County,micro,1858,False,ffiec_ratio,False,43,131.0,82.0,20440000.0,1.0,55000.0,1.22,81.0,20385000.0
17197880426,Will County,metro,1213,False,ffiec_ratio,False,40,150.0,81.0,16665000.0,0.0,0.0,0.0,81.0,16665000.0
17031720100,Cook County,metro,1123,False,ffiec_ratio,False,41,125.0,82.0,26520000.0,1.0,105000.0,1.22,81.0,26415000.0
17031824125,Cook County,metro,1463,False,ffiec_ratio,False,52,143.0,81.0,18815000.0,0.0,0.0,0.0,81.0,18815000.0
17053962000,Ford County,metro,1633,False,ffiec_ratio,False,32,103.0,81.0,9975000.0,0.0,0.0,0.0,81.0,9975000.0
17119403401,Madison County,metro,1669,False,ffiec_ratio,False,39,119.0,82.0,32320000.0,1.0,75000.0,1.22,81.0,32245000.0
55117011100,Sheboygan County,metro,1180,False,ffiec_ratio,False,37,116.0,81.0,17165000.0,0.0,0.0,0.0,81.0,17165000.0
17107953200,Logan County,micro,1659,False,ffiec_ratio,False,31,126.0,81.0,7945000.0,0.0,0.0,0.0,81.0,7945000.0
17031831000,Cook County,metro,1172,False,ffiec_ratio,True,41,133.0,81.0,54065000.0,1.0,405000.0,1.235,80.0,53660000.0
17031070200,Cook County,metro,2132,False,ffiec_ratio,True,47,117.0,81.0,94845000.0,1.0,2105000.0,1.235,80.0,92740000.0
55141011600,Wood County,micro,2229,False,ffiec_ratio,True,37,131.0,81.0,14775000.0,1.0,55000.0,1.235,80.0,14720000.0
17097861702,Lake County,metro,1413,True,ffiec_ratio,True,40,132.0,81.0,14975000.0,1.0,275000.0,1.235,80.0,14700000.0
55025011407,Dane County,metro,1017,False,ffiec_ratio,True,28,105.0,82.0,14380000.0,2.0,300000.0,2.439,80.0,14080000.0
55097960300,Portage County,micro,2073,True,ffiec_ratio,True,30,111.0,82.0,11000000.0,2.0,170000.0,2.439,80.0,10830000.0
17031812700,Cook County,metro,1661,False,ffiec_ratio,False,38,124.0,80.0,32190000.0,0.0,0.0,0.0,80.0,32190000.0
17105960600,Livingston County,micro,1912,False,ffiec_ratio,False,32,127.0,80.0,9050000.0,0.0,0.0,0.0,80.0,9050000.0
17043844601,DuPage County,metro,1607,False,ffiec_ratio,False,45,129.0,80.0,54260000.0,0.0,0.0,0.0,80.0,54260000.0
17043846405,DuPage County,metro,1739,False,ffiec_ratio,False,47,121.0,81.0,33825000.0,1.0,1715000.0,1.235,80.0,32110000.0
17089852607,Kane County,metro,1438,False,ffiec_ratio,False,46,117.0,80.0,24780000.0,0.0,0.0,0.0,80.0,24780000.0
17031740400,Cook County,metro,1914,False,ffiec_ratio,False,40,140.0,81.0,55595000.0,1.0,615000.0,1.235,80.0,54980000.0
17197881116,Will County,metro,1340,False,ffiec_ratio,False,41,132.0,80.0,20960000.0,0.0,0.0,0.0,80.0,20960000.0
17111871113,McHenry County,metro,1120,False,ffiec_ratio,False,40,123.0,80.0,22150000.0,0.0,0.0,0.0,80.0,22150000.0
17197883806,Will County,metro,1311,False,ffiec_ratio,False,45,166.0,80.0,21390000.0,0.0,0.0,0.0,80.0,21390000.0
17043844602,DuPage County,metro,2282,False,ffiec_ratio,False,43,135.0,80.0,49510000.0,0.0,0.0,0.0,80.0,49510000.0
17043844001,DuPage County,metro,1340,False,ffiec_ratio,False,37,121.0,80.0,45260000.0,0.0,0.0,0.0,80.0,45260000.0
17037001700,DeKalb County,metro,1337,False,ffiec_ratio,False,32,143.0,80.0,19240000.0,0.0,0.0,0.0,80.0,19240000.0
17097861608,Lake County,metro,1328,False,ffiec_ratio,False,45,125.0,81.0,16595000.0,1.0,35000.0,1.235,80.0,16560000.0
17031828402,Cook County,metro,1416,True,ffiec_ratio,False,38,179.0,81.0,12545000.0,1.0,405000.0,1.235,80.0,12140000.0
55087940000,Outagamie County,metro,1495,True,ffiec_ratio,False,31,127.0,82.0,16890000.0,2.0,360000.0,2.439,80.0,16530000.0
17113001403,McLean County,metro,1848,False,ffiec_ratio,False,34,116.0,80.0,9750000.0,0.0,0.0,0.0,80.0,9750000.0
17031826303,Cook County,metro,1254,True,ffiec_ratio,False,39,176.0,80.0,12160000.0,0.0,0.0,0.0,80.0,12160000.0
55011960200,Buffalo County,rural,1318,True,ffiec_ratio,False,37,115.0,80.0,12220000.0,0.0,0.0,0.0,80.0,12220000.0
17031830202,Cook County,metro,1024,False,ffiec_ratio,False,44,184.0,80.0,13310000.0,0.0,0.0,0.0,80.0,13310000.0
17043844401,DuPage County,metro,1485,False,ffiec_ratio,False,38,147.0,81.0,52665000.0,1.0,415000.0,1.235,80.0,52250000.0
55079101300,Milwaukee County,metro,1305,False,ffiec_ratio,True,37,134.0,83.0,16385000.0,4.0,810000.0,4.819,79.0,15575000.0
17097861505,Lake County,metro,1245,False,ffiec_ratio,True,43,135.0,79.0,23245000.0,0.0,0.0,0.0,79.0,23245000.0
17031241600,Cook County,metro,1844,False,ffiec_ratio,True,45,122.0,80.0,65800000.0,1.0,105000.0,1.25,79.0,65695000.0
55059002604,Kenosha County,metro,1259,False,ffiec_ratio,True,35,121.0,80.0,18280000.0,1.0,415000.0,1.25,79.0,17865000.0
17043841110,DuPage County,metro,1339,False,ffiec_ratio,True,47,128.0,79.0,18605000.0,0.0,0.0,0.0,79.0,18605000.0
55139001300,Winnebago County,metro,1340,False,ffiec_ratio,True,38,105.0,81.0,14225000.0,2.0,330000.0,2.469,79.0,13895000.0
55075960800,Marinette County,micro,1179,False,ffiec_ratio,True,34,132.0,87.0,16615000.0,8.0,850000.0,9.195,79.0,15765000.0
17031120100,Cook County,metro,1523,False,ffiec_ratio,True,47,136.0,80.0,29520000.0,1.0,255000.0,1.25,79.0,29265000.0
55087012904,Outagamie County,metro,1170,False,ffiec_ratio,True,28,114.0,85.0,27315000.0,6.0,1490000.0,7.059,79.0,25825000.0
17089850500,Kane County,metro,2010,False,ffiec_ratio,True,44,124.0,80.0,17340000.0,1.0,65000.0,1.25,79.0,17275000.0
55085970900,Oneida County,rural,1047,False,ffiec_ratio,True,42,130.0,88.0,25780000.0,9.0,1725000.0,10.227,79.0,24055000.0
55105001800,Rock County,metro,1625,True,ffiec_ratio,True,40,144.0,80.0,8740000.0,1.0,105000.0,1.25,79.0,8635000.0
17201001800,Winnebago County,metro,2152,True,ffiec_ratio,True,35,147.0,81.0,8115000.0,2.0,210000.0,2.469,79.0,7905000.0
55025001200,Dane County,metro,2966,False,ffiec_ratio,True,25,111.0,81.0,26375000.0,2.0,520000.0,2.469,79.0,25855000.0
55141011200,Wood County,micro,1816,True,ffiec_ratio,True,43,125.0,83.0,10955000.0,4.0,450000.0,4.819,79.0,10505000.0
17201000513,Winnebago County,metro,1629,False,ffiec_ratio,True,43,125.0,82.0,13630000.0,3.0,475000.0,3.659,79.0,13155000.0
55079050103,Milwaukee County,metro,1771,False,ffiec_ratio,True,38,132.0,83.0,38755000.0,4.0,1010000.0,4.819,79.0,37745000.0
17031819200,Cook County,metro,2178,False,ffiec_ratio,False,41,176.0,79.0,19135000.0,0.0,0.0,0.0,79.0,19135000.0
17113005104,McLean County,metro,2028,False,ffiec_ratio,False,32,124.0,79.0,17805000.0,0.0,0.0,0.0,79.0,17805000.0
17089854402,Kane County,metro,1117,False,ffiec_ratio,False,49,127.0,79.0,16605000.0,0.0,0.0,0.0,79.0,16605000.0
17105960200,Livingston County,micro,1289,False,ffiec_ratio,False,37,116.0,79.0,12095000.0,0.0,0.0,0.0,79.0,12095000.0
17031802402,Cook County,metro,2293,False,ffiec_ratio,False,43,134.0,79.0,19415000.0,0.0,0.0,0.0,79.0,19415000.0
17043846411,DuPage County,metro,2284,False,ffiec_ratio,False,42,147.0,79.0,19045000.0,0.0,0.0,0.0,79.0,19045000.0
17143004901,Peoria County,metro,1390,False,ffiec_ratio,False,33,126.0,79.0,12655000.0,0.0,0.0,0.0,79.0,12655000.0
17031828701,Cook County,metro,1456,False,ffiec_ratio,False,44,172.0,79.0,14305000.0,0.0,0.0,0.0,79.0,14305000.0
