CITY,ACTIVE,FED_RSSD,CERT,STALP,NAME,ID,ASSET
Ada,0,359351,8206,MN,Rural American Bank - Ada,8206,35066
Milan,1,960551,8207,MN,Prairie Sun Bank,8207,105668
Rochester,0,315852,8208,MN,Eastwood Bank,8208,656340
Morris,0,158554,8209,MN,United Farmers & Merchants State Bank,8209,39281
Hartsville,0,460426,821,SC,The Bank of Hartsville,821,66206
Freeport,1,72454,8210,MN,Freeport State Bank,8210,167260
Luverne,0,85258,8212,MN,Exchange State Bank,8212,226181
Hugo,0,55756,8213,MN,Firstar Hugo Bank,8213,45390
Hamel,1,1006157,8214,MN,Farmers State Bank of Hamel,8214,188783
Loretto,0,31152,8215,MN,State Bank of Loretto,8215,98886
Rose Creek,0,176455,8216,MN,State Bank of Rose Creek,8216,8057
Sherburn,0,831053,8217,MN,Farmers State Bank of Sherburn,8217,29565
Swanville,1,833851,8218,MN,First State Bank of Swanville,8218,23429
Beardsley,0,394352,8219,MN,The Buffalo Ridge Bank,8219,49153
Mora,0,705958,8220,MN,Kanabec State Bank,8220,138125
Aurora,0,143653,8221,MN,State Bank of Aurora,8221,28159
Luverne,0,957159,8224,MN,Minnwest Bank Luverne,8224,164629
Brandon,0,106153,8227,MN,First American Bank of Brandon,8227,21470
Clarksdale,0,128445,8229,MS,Union Planters Bank of Northwest Mississippi,8229,598397
Blackstone,1,991621,823,VA,Citizens Bank and Trust Company,823,583253
Columbia,0,638533,8230,MS,Columbia Bank,8230,
Hazlehurst,1,398837,8231,MS,Copiah Bank,8231,331623
Holly Springs,1,835743,8232,MS,Bank of Holly Springs,8232,597440
Vicksburg,1,573335,8234,MS,RiverHills Bank,8234,447075
Indianola,1,972648,8235,MS,Planters Bank & Trust Company,8235,2688272
Quitman,0,585637,8236,MS,Southeast Mississippi Bank,8236,123377
Mccomb,0,589831,8237,MS,Bank of McComb,8237,
Bay Springs,0,33932,8239,MS,First United Bank,8239,82896
Amory,0,716048,8241,MS,Bank of Amory,8241,
Aberdeen,0,650740,8242,MS,Monroe Banking and Trust Company,8242,
Anguilla,1,31835,8243,MS,Bank of Anguilla,8243,199368
Utica,0,174639,8249,MS,Fidelity Bank,8249,
Wiggins,1,179335,8250,MS,Bank of Wiggins,8250,233558
Adrian,1,94858,8251,MO,Adrian Bank,8251,196742
Springfield,1,2785646,8252,MO,Omb Bank,8252,2205885
Belton,0,443652,8253,MO,Boatmen's Bank of Belton,8253,57886
Moberly,0,833646,8254,MO,Bank of Cairo and Moberly,8254,105454
Sikeston,1,613558,8255,MO,Montgomery Bank,8255,1221231
Edgerton,0,950253,8257,MO,American Bank of Edgerton,8257,9636
Salisbury,0,963954,8259,MO,The Merchants and Farmers Bank of Salisbury,8259,111160
Gallatin,0,967055,8260,MO,Bank of Gallatin,8260,13435
Galt,0,905954,8261,MO,Cook & Vencill Bank,8261,
Gower,0,957056,8262,MO,Bank of Gower,8262,45628
Leeton,0,740258,8265,MO,Bank of Leeton,8265,20128
Sugar Creek,0,818755,8266,MO,American Sterling Bank,8266,166456
Lincoln,0,742355,8267,MO,Farmers Bank of Lincoln,8267,139003
Jefferson City,1,743950,8268,MO,"Farmers Bank of Lohman, Missouri",8268,81009
Lowry City,0,662958,8269,MO,The Lowry City Bank,8269,10206
Mexico,0,810553,8270,MO,Martinsburg Bank and Trust,8270,191605
Kansas City,1,936855,8273,MO,"UMB Bank, National Association",8273,72349509
Kahoka,1,2747466,8274,MO,Exchange Bank Co.,8274,357623
Alton,1,881441,8276,MO,Alton Bank,8276,138814
Birch Tree,0,816948,8278,MO,Bank of Birch Tree,8278,23568
Blairstown,0,1010547,8279,MO,Farmers Bank of Blairstown,8279,2156
Fenton,0,714950,8281,MO,"Commerce Bank of Fenton, National Association",8281,59351
Poplar Bluff,0,825454,8282,MO,First Missouri State Bank,8282,278469
Kansas City,1,893855,8283,MO,Lead Bank,8283,2680831
Kansas City,0,759157,8284,MO,United Missouri Bank of Blue Valley,8284,
Kansas City,0,2413565,8285,MO,Mercantile Bank of Kansas City,8285,11852
Lutesville,0,990857,8287,MO,The Bollinger County Bank,8287,
Gallatin,0,967055,8288,MO,Bank of Gallatin/First State Bank,8288,27643
Oregon,0,644459,8289,MO,Bank CBO,8289,63252
Montross,0,947628,829,VA,Peoples Community Bank,829,192317
Winona,0,569954,8291,MO,Winona Savings Bank,8291,25199
Warrensburg,0,216959,8292,MO,Mercantile Bank of Warrensburg,8292,106613
Webb City,0,388959,8293,MO,Merchants and Miners Bank of Webb City,8293,21035
Ava,0,811149,8294,MO,Citizens Bank of Southern Missouri,8294,63716
Buffalo,1,955940,8295,MO,O'Bannon Banking Company,8295,333810
Gainesville,1,904359,8296,MO,Century Bank of the Ozarks,8296,297340
Holden,0,12058,8297,MO,Bank of Holden,8297,99538
Princeton,0,338150,8299,MO,Princeton State Bank,8299,18366
Harrison,0,267148,83,AR,The Security Bank,83,119311
Stockton,0,296353,8300,MO,Sac River Valley Bank,8300,97007
Chillicothe,0,887658,8303,MO,Community Bank,8303,27537
Warrenton,0,953759,8304,MO,First Bank of Warren County,8304,30370
Savannah,0,839657,8306,MO,Farmers State Bank of Northern Missouri,8306,98837
Springfield,0,433251,8308,MO,Mercantile Bank of Springfield,8308,578570
Hamilton,0,604556,8310,MT,Ravalli County Bank,8310,186845
Hamilton,0,605058,8311,MT,Citizens' State Bank,8311,82668
Red Lodge,0,685153,8313,MT,Montana Bank of Red Lodge,8313,21587
Stanford,0,535856,8314,MT,Basin State Bank,8314,153319
Columbia Falls,0,636856,8315,MT,Bank of Columbia Falls,8315,41470
Deer Lodge,0,671156,8316,MT,Deer Lodge Bank and Trust Company,8316,15166
Forsyth,1,597658,8317,MT,First State Bank of Forsyth,8317,167764
Richmond,0,47920,832,VA,Crestar Bank,832,14196740
Colorado Springs,1,982553,8321,CO,Stockmens Bank,8321,591778
Broken Bow,1,412153,8322,NE,Nebraska State Bank and Trust Company,8322,280562
Colon,0,1008450,8323,NE,Community State Bank,8323,43531
Schuyler,0,741657,8325,NE,First National Bank,8325,108072
Omaha,0,465757,8327,NE,Great Western Bank,8327,1089785
Plainview,0,918552,8328,NE,Plainview National Bank,8328,48830
Pender,0,854258,8329,NE,Pender State Bank,8329,169326
Riverdale,0,739850,8330,NE,State Bank of Riverdale,8330,94900
Salem,0,742159,8332,NE,Bank of Salem,8332,
Swanton,1,570651,8333,NE,First Tri County Bank,8333,75860
Waco,0,394558,8334,NE,Farmers & Traders Bank,8334,7948
Benkelman,0,410056,8337,NE,State Bank,8337,36835
Clearwater,0,138350,8338,NE,Citizens State Bank,8338,14651
De Witt,0,422358,8339,NE,De Witt State Bank,8339,38909
Smithfield,0,153728,834,VA,The Merchants and Farmers Bank,834,
Elwood,0,83759,8340,NE,The Home Bank,8340,9792
Holbrook,0,560858,8341,NE,The Security State Bank,8341,9705
Kilgore,0,198457,8342,NE,Farmers State Bank,8342,6082
Arapahoe,0,974455,8345,NE,Citizens State Bank,8345,16932
Merriman,0,578358,8347,NE,The Abbott Bank,8347,11063
Omaha,0,591955,8349,NE,Northern Bank,8349,89932
South Hill,0,33521,835,VA,First Virginia Bank-South Hill,835,74694
Plattsmouth,0,735656,8350,NE,Plattsmouth State Bank,8350,100246
Silver Creek,0,719058,8353,NE,Farmers State Bank of Silver Creek,8353,14602
South Sioux City,0,656359,8354,NE,Iowa - Nebraska State Bank,8354,214489
Valparaiso,0,661858,8355,NE,Oak Creek Valley Bank,8355,86365
Weeping Water,0,399254,8356,NE,Nebraska State Bank,8356,17502
Tazewell,0,844820,836,VA,Bank of Tazewell County,836,343820
Rochester,0,189512,8362,NY,Marine Midland Bank - Rochester,8362,
Wellsville,0,116910,8363,NY,First Trust Union Bank,8363,266452
Ontario,0,814917,8374,NY,Manufacturers Hanover Trust Company/Central New York,8374,
Westhampton Beach,0,307914,8376,NY,Seaside Bank,8376,
Clarksburg,0,633426,838,WV,"Peoples State Bank, National Association",838,28704
Parshall,0,949752,8382,ND,Peoples Bank and Trust,8382,54805
Harvey,1,997557,8383,ND,First State Bank of Harvey,8383,100416
Walhalla,0,229650,8385,ND,Walhalla State Bank,8385,36615
Drayton,1,803957,8386,ND,KodaBank,8386,567295
Arthur,1,721350,8387,ND,BankNorth,8387,669239
Casselton,0,982656,8388,ND,First American Bank of Casselton,8388,34809
Charleston,0,821821,839,WV,Kanawha Banking & Trust Company National Association,839,238312
Hankinson,1,667551,8390,ND,Lincoln State Bank,8390,125380
Fostoria,0,641216,8392,OH,The Commercial Bank and Savings Company,8392,59815
New Waterford,0,617921,8393,OH,The New Waterford Bank,8393,63877
Columbiana,0,198916,8395,OH,The Citizens Savings Bank,8395,
Waterford,1,324229,8397,OH,The Waterford Commercial and Savings Bank,8397,54397
Wauseon,0,354824,8398,OH,The Peoples State Bank,8398,
Jonesboro,0,414241,84,AR,Union Planters Bank of Northeast Arkansas,84,712107
Charleston,0,575423,840,WV,"One Valley Bank, National Association",840,2292018
Lucas,0,681922,8401,OH,The Lucas State Bank,8401,
Marion,0,397924,8402,OH,"Bank One, Marion",8402,237941
Ottoville,1,443625,8403,OH,The Ottoville Bank Company,8403,92050
Chambersburg,1,289515,8405,PA,Farmers and Merchants Trust Company of Chambersburg,8405,2298449
Carbondale,0,961512,8406,PA,Liberty Bank of Carbondale,8406,62464
Lewisburg,0,424129,841,WV,Greenbrier Valley Bank,841,51211
Horsham,0,2266015,8410,PA,Key Trust Company,8410,2998
Jennerstown,0,944524,8412,PA,Peoples Bank and Trust Company,8412,110558
Carlisle,0,962014,8417,PA,Financial Trust Company,8417,1205324
Dalmatia,0,1001518,8418,PA,Farmers' State Bank of Dalmatia,8418,
Martinsburg,0,948737,842,WV,Huntington Bank Martinsburg National Association,842,136447
West Milton,0,556011,8421,PA,Susquehanna Community Bank,8421,587268
Avis,0,201012,8422,PA,The State Bank of Avis,8422,
Irwin,0,938523,8423,PA,Irwin Bank,8423,823908
Johnstown,1,526519,8426,PA,1st Summit Bank,8426,1512087
Clarksville,0,694034,8428,TN,Sovran Bank/Clarksville,8428,134310
Johnson City,0,238933,8429,TN,First Peoples Bank of Washington County,8429,
Parsons,0,826433,843,WV,The Tucker County Bank,843,
Kingston Springs,0,423234,8431,TN,Cheatham State Bank,8431,148422
Cookeville,1,99536,8432,TN,One Bank of Tennessee,8432,1670707
Mosheim,0,42831,8433,TN,"First Tennessee Bank, Mosheim, Tennessee",8433,26865
Pulaski,0,975331,8434,TN,The Union Bank,8434,103794
Trimble,0,439150,8438,TN,Farmers' Bank,8438,21445
Trezevant,1,531250,8439,TN,Centennial Bank,8439,1062984
Moorefield,0,828530,844,WV,Summit Community Bank,844,403055
Alto,0,419956,8440,TX,Continental State Bank,8440,21365
Chireno,0,883155,8441,TX,The Chireno State Bank,8441,12397
Jacksonville,0,738853,8443,TX,First Interstate Bank of Jacksonville,8443,68460
La Pryor,0,1000650,8444,TX,The La Pryor State Bank,8444,5695
Marlin,0,487759,8445,TX,First State Bank of Marlin,8445,33289
New Braunfels,0,897068,8446,TX,"Plaza Bank, National Association of New Braunfels",8446,54647
Crockett,0,900959,8447,TX,The Crockett State Bank,8447,43415
Romney,1,722432,845,WV,The Bank of Romney,845,370529
San Marcos,0,227964,8450,TX,State Bank and Trust Company,8450,117758
Mclean,0,191029,8451,VA,Clarendon Bank & Trust,8451,
Martinsville,0,785624,8456,VA,Piedmont Trust Bank,8456,807790
Montross,0,798428,8458,VA,The Bank of Montross,8458,39902
St. Albans,0,6534,846,WV,The Bank of St. Albans,846,118424
Smithfield,0,687522,8461,VA,Bank of Smithfield,8461,
Winchester,0,988528,8462,VA,The Commercial and Savings Bank,8462,
Ventura,0,421865,8466,CA,Bank of A. Levy,8466,588217
Santa Rosa,1,507068,8468,CA,Exchange Bank,8468,3266467
Saint Marys,1,8631,847,WV,The Pleasants County Bank,847,82171
Rio Vista,0,685368,8472,CA,Bank of Rio Vista,8472,215538
Stockton,0,480563,8473,CA,Union Safe Deposit Bank,8473,1381522
Colquitt,0,279235,8475,GA,Citizens Bank,8475,32905
Zebulon,0,183332,8476,GA,Commercial Bank of Pike County,8476,
Forsyth,0,371737,8477,GA,Forsyth Interim Bank,8477,18432
Kingsland,0,943134,8478,GA,American Bank of Southeast Georgia,8478,19142
Locust Grove,0,710336,8479,GA,The Farmers Bank,8479,
Ravenswood,0,13037,848,WV,Traders Bank,848,158620
Perry,0,771636,8480,GA,The Bank of Perry,8480,116432
Summerville,0,553739,8481,GA,Farmers & Merchants Bank,8481,214678
Waycross,0,572534,8482,GA,First Union Bank of Waycross,8482,41691
Meigs,0,119331,8483,GA,Cairo Banking Company,8483,85454
Martinez,0,286439,8484,GA,Georgia State Bank,8484,57893
Tucker,0,162038,8485,GA,The Citizens and Southern Bank of Tucker,8485,
Gray,0,622831,8486,GA,Security Bank of Jones County,8486,432712
Clayton,1,152440,8487,IL,Central State Bank,8487,178076
Columbia,0,822640,8488,IL,"First Bank of Columbia, National Association",8488,63977
Patoka,0,476043,8489,IL,First State Bank of Patoka,8489,11483
Birmingham,0,817833,849,AL,SouthTrust Bank,849,59720179
Bethany,1,443634,8491,IL,Scott State Bank,8491,207498
Glasford,0,617538,8492,IL,Glasford State Bank,8492,62676
Morton,0,1010145,8493,IL,First National Bank of Morton,8493,91225
Henry,0,941233,8494,IL,Henry State Bank,8494,95752
Buffalo,0,464536,8495,IL,Town & Country Bank,8495,72014
Springfield,0,945437,8497,IL,First Springfield Bank & Trust,8497,36467
Oak Park,0,851547,8498,IL,Avenue Bank of Oak Park,8498,146016
Greenfield,1,746942,8499,IA,Union State Bank,8499,168793
Kingston,0,538642,85,AR,Madison Bank and Trust,85,27378
Clanton,0,601733,850,AL,Peoples Southern Bank,850,186324
Ida Grove,0,822846,8500,IA,First State Bank,8500,183828
Lake Mills,0,850942,8501,IA,Liberty Bank & Trust,8501,37685
Manly,0,865843,8502,IA,First State Bank,8502,28766
Marcus,1,944748,8503,IA,The Farmers State Bank,8503,77955
New Albin,1,234841,8506,IA,New Albin Savings Bank,8506,348269
Sloan,1,481748,8507,IA,Sloan State Bank,8507,86658
Thompson,0,488541,8508,IA,Liberty Bank and Trust,8508,4488
Des Moines,0,627948,8509,IA,Hawkeye Bank & Trust of Des Moines,8509,58806
Eufaula,0,356930,851,AL,Barbour County Bank,851,96885
Earling,1,646042,8510,IA,Farmers Trust & Savings Bank,8510,149941
Denison,1,810544,8511,IA,Crawford County Trust and Savings Bank,8511,285319
Dubuque,0,680541,8512,IA,Key City Bank and Trust Company,8512,33912
Rake,0,286840,8513,IA,State Savings Bank,8513,82038
Rockwell City,0,409649,8514,IA,Union State Bank,8514,38172
Soldier,0,420046,8515,IA,Soldier Valley Savings Bank,8515,6150
Swisher,0,191449,8516,IA,Swisher Trust & Savings Bank,8516,52707
Cleghorn,0,834447,8518,IA,Cleghorn State Bank,8518,12203
South English,1,359744,8519,IA,White State Bank,8519,103520
Columbiana,0,357432,852,AL,First National Bank of Shelby County,852,179364
Avoca,0,177041,8521,IA,Citizens National Bank,8521,33086
Britt,1,795249,8522,IA,First State Bank,8522,125877
Alexandria,0,49737,8523,LA,Rapides Bank & Trust Company in Alexandria,8523,514322
Houma,0,679835,8524,LA,Terrebonne Bank & Trust Company,8524,293531
Minden,0,189053,8525,LA,Peoples Bank & Trust Company,8525,231470
Rayville,0,752653,8526,LA,Richland State Bank,8526,306868
Vidalia,1,819556,8527,LA,Concordia Bank & Trust Company,8527,672299
Plain Dealing,0,137054,8528,LA,First State Bank and Trust Company,8528,41492
Belcher,0,173650,8529,LA,Caddo Trust and Savings Bank,8529,
Cullman,0,543730,853,AL,The Parker Bank and Trust Company,853,
Franklinton,0,680439,8530,LA,First State Bank and Trust Company,8530,148981
Coushatta,1,926959,8531,LA,Bank of Coushatta,8531,324381
Erath,1,399731,8532,LA,Bank of Erath,8532,108614
Newellton,1,134455,8533,LA,Tensas State Bank,8533,184548
Opelousas,1,885430,8534,LA,St. Landry Bank and Trust Company,8534,296298
Lester Prairie,0,1017555,8535,MN,First Community Bank,8535,89953
Nicollet,1,751254,8536,MN,ProGrowth Bank,8536,370922
Saint Paul,1,748254,8537,MN,BankCherokee,8537,420382
Virginia,0,866354,8538,MN,Norwest Bank Virginia,8538,89123
Minneapolis,0,992150,8539,MN,Marquette Bank Lake,8539,47941
Dothan,0,288732,854,AL,First Alabama Bank of Dothan,854,135628
North Branch,0,722656,8540,MN,Merchants State Bank of North Branch,8540,52966
Fairmont,1,723158,8541,MN,State Bank of Fairmont,8541,155685
Richmond,0,881656,8542,MN,State Bank of Richmond,8542,92165
Silver Lake,0,185457,8543,MN,First Community Bank Silver Lake,8543,25886
Perham,1,847157,8544,MN,United Community Bank,8544,352389
Rush City,0,854052,8545,MN,Unity Bank,8545,216649
Saint Joseph,1,746157,8546,MN,Sentry Bank,8546,378626
Brandon,0,502933,8548,MS,Rankin County Bank,8548,175577
Collins,0,451433,8549,MS,State Bank and Trust Company,8549,32500
Eutaw,1,376237,855,AL,"Merchants & Farmers Bank of Greene County, Alabama",855,136483
Port Gibson,0,34032,8551,MS,Mississippi Southern Bank,8551,47635
Meridian,1,101738,8552,MS,Great Southern Bank,8552,342752
Silver Creek,0,42130,8553,MS,South Central Bank,8553,
Woodville,0,925831,8554,MS,The Commercial Bank,8554,56100
Brookhaven,0,443335,8555,MS,Brookhaven Bank and Trust Company,8555,138075
Morton,0,897330,8556,MS,Bank of Morton,8556,76966
Tunica,0,2857589,8557,MS,Planters Bank,8557,10761
Walnut Grove,0,116639,8558,MS,Bank of Walnut Grove,8558,57384
Blackwater,0,763341,8559,MO,Farmers' Stock Bank,8559,23683
Faunsdale,0,500331,856,AL,Watkins Banking Company,856,
Carrollton,1,634544,8560,MO,Bank 21,8560,196089
Bourbon,0,765448,8561,MO,Town & Country Bank,8561,79844
Clarksdale,0,699459,8562,MO,The Clarksdale Bank of Clarksdale,8562,6167
Fairfax,0,705453,8563,MO,Exchange Bank of Fairfax,8563,15433
Grain Valley,1,956554,8564,MO,The Bank of Grain Valley,8564,103366
La Plata,0,651158,8567,MO,La Plata State Bank,8567,54727
Brentwood,0,828147,8568,MO,"The Brentwood Bank, Brentwood, Missouri",8568,73264
Lathrop,1,815053,8569,MO,Goppert Financial Bank,8569,310177
Hamilton,0,324238,857,AL,Southtrust Bank of Marion County,857,129051
Poplar Bluff,0,581956,8571,MO,Mercantile Bank of Poplar Bluff,8571,105670
Rogersville,1,246451,8572,MO,Citizens Bank of Rogersville,8572,121835
Shelbina,0,281452,8573,MO,Shelbina Mercantile Bank,8573,57217
Tipton,0,499659,8574,MO,"Commerce Bank of Tipton, National Association",8574,28508
Tuscumbia,0,622158,8575,MO,Bank of Tuscumbia,8575,
Vienna,1,441359,8576,MO,The Maries County Bank,8576,601513
St. Joseph,0,356257,8577,MO,"Commerce Bank of St. Joseph, National Association",8577,319463
Selma,0,480237,858,AL,"SouthTrust Bank of Selma, National Association",858,73235
Harrisonville,0,881553,8581,MO,Citizens Bank of Missouri,8581,24852
Harrisonville,0,775755,8583,MO,Allen Bank and Trust Company,8583,125122
Iberia,1,790150,8584,MO,Bank of Iberia,8584,72473
Independence,0,717755,8585,MO,Boatmen's Bank of Independence,8585,64523
Kansas City,0,782959,8587,MO,Boatmen's Bank and Trust Co. of Kansas City,8587,486285
Mexico,0,648859,8590,MO,Laddonia State Bank,8590,31477
Lee'S Summit,0,629858,8591,MO,Boatmen's Bank of Lee's Summit,8591,76579
Mound City,0,895550,8592,MO,Exchange Bank,8592,20345
Fredericktown,0,933359,8593,MO,The Madison County Bank,8593,
Montrose,1,753052,8594,MO,Montrose Savings Bank,8594,61601
