CITY,ACTIVE,FED_RSSD,CERT,STALP,NAME,ID,ASSET
Malad City,0,243469,2864,ID,First Bank & Trust of Idaho,2864,55867
Pepper Pike,0,494373,28640,OH,Republic Savings Bank,28640,551827
Cincinnati,0,857071,28641,OH,Cherry Grove Savings Bank,28641,11495
Kansas City,0,371577,28642,MO,Sentinel Federal Savings and Loan Association of Kansas City,28642,142683
Fairfield,0,556570,28643,IA,Jefferson Savings and Loan Association,28643,
Grand Forks,0,125172,28644,ND,Grand Forks Federal Savings and Loan Association,28644,
Cameron,0,124670,28645,MO,"The Cameron Savings and Loan Association, F.A.",28645,302412
Emporia,0,433774,28646,VA,"Essex Savings Bank, F.S.B.",28646,69406
Laurens,0,126777,28647,SC,Palmetto Savings and Loan Association,28647,
Elk City,0,557072,28648,OK,First Federal Savings and Loan Association of Elk City,28648,106744
Tulsa,0,199678,28649,OK,Sooner Federal Savings and Loan Association,28649,1529913
Greenville,0,434276,28650,MS,Washington Federal Savings and Loan Association,28650,
Chicago,0,373674,28651,IL,Norwood Federal Savings Bank,28651,256004
Fairview,1,618777,28652,OK,Fairview Savings and Loan Association,28652,63470
Fullerton,0,495978,28653,CA,Jackson Federal Bank,28653,1442396
Nashua,0,127279,28654,NH,BayBank FSB,28654,633882
West Orange,0,619279,28655,NJ,"Llewellyn-Edison Savings Bank, FSB",28655,114961
Linden,0,496470,28656,NJ,Stonewall Savings and Loan Association of Linden New Jersey,28656,
Stillwater,0,128874,28657,OK,Stillwater Federal Savings Bank,28657,95513
Cincinnati,0,200976,28658,OH,"Oak Hills Savings and Loan Company, F.A.",28658,281792
Athens,0,435871,28659,OH,Athens County Savings and Loan Company,28659,
Painesville,0,201478,28660,OH,Lake County Federal Savings and Loan Association,28660,
Tulsa,0,374176,28661,OK,Midamerica Federal Savings and Loan Association,28661,482515
Steubenville,0,129376,28662,OH,First Steubenville Savings and Loan Association,28662,
Brookville,1,559179,28663,OH,The Brookville Building and Savings Association,28663,44332
Orange,0,436373,28664,CA,Ramona Savings and Loan Association,28664,81654
Saint George,0,130671,28665,UT,Heritage Bank,28665,14592
Santa Barbara,0,558677,28666,CA,Santa Barbara Savings and Loan Association,28666,4291640
Albion,1,132778,28667,MI,Homestead Savings Bank,28667,73266
Cincinnati,0,621076,28668,OH,The Franklin Savings and Loan Company,28668,270711
Kansas City,0,620574,28669,MO,Heritage Federal Savings and Loan Association of Kansas City,28669,
Springfield,0,131173,28670,MO,Guaranty Bank,28670,1222860
Clarendon Hills,0,560474,28671,IL,"MIDAMERICA BANK, FSB",28671,11358213
Fort Myers,0,498577,28672,FL,Busey Bank Florida,28672,245663
Pottstown,0,133270,28673,PA,Patriot Bank,28673,1036406
Stockton,0,375771,28674,CA,"Stockton Savings Bank, FSB",28674,1327867
White Plains,0,437978,28675,NY,Empire State Federal Savings and Loan Association,28675,
Bloomfield,0,0,28676,NJ,First State Savings and Loan Association,28676,
Conneaut,1,203575,28677,OH,Conneaut Savings Bank,28677,76375
Rochester,0,499079,28678,NY,First Federal Savings and Loan Association of Rochester,28678,7188401
Brookfield,1,376273,28679,WI,North Shore Bank,28679,2590607
Tacoma,0,135377,28680,WA,American Federal Savings and Loan Association,28680,
Lancaster,0,438470,28681,OH,Equitable Federal Savings Bank,28681,691489
Ossining,0,0,28682,NY,Westchester County Savings and Loan Association,28682,
Miami,0,134875,28683,FL,"Amerifirst Bank, A FSB",28683,3575040
Parkville,0,204077,28684,MD,Chesapeake Bank of Maryland,28684,241453
Milwaukee,0,500377,28685,WI,"Security Bank, S.S.B.",28685,3548784
La Grange,0,378370,28686,IL,La Grange Federal Savings and Loan Association,28686,403586
Racine,0,622671,28687,WI,"Pioneer Savings Bank, Savings Association",28687,119971
San Diego,0,377878,28688,CA,Silver Gate Savings and Loan Association,28688,
San Francisco,0,0,28689,CA,Citizens Savings and Loan Association,28689,
Weatherford,0,562571,28690,OK,Great Plains Federal Savings and Loan Association of Weatherford,28690,99765
Salina,0,137474,28691,KS,Homestead Savings Association,28691,
Concord,0,136972,28692,NH,Concord Federal Savings and Loan Association,28692,
Minneapolis,0,623173,28693,MN,Home Savings Association,28693,
Saint Louis,0,501972,28694,MO,Heartland Bank,28694,910991
Baltimore,0,205672,28695,MD,Crestar Bank FSB,28695,2304585
Danielson,0,563073,28696,CT,Cargill Bank of Connecticut,28696,160475
Hiawatha,0,440277,28697,KS,The Hiawatha Savings and Loan Association,28697,49198
Kansas City,0,379975,28698,KS,"Sun Savings Association, F. A.",28698,127560
Pittsburgh,0,139571,28699,PA,"Spring Hill Savings Bank, FSB",28699,90985
Benton,1,698144,287,KY,Community Financial Services Bank,287,1370973
Pittsburgh,0,502474,28700,PA,Columbia Savings and Loan Association,28700,29356
Ambler,1,206174,28701,PA,Ambler Savings Bank,28701,516761
Duluth,0,380177,28702,MN,First Federal Savings and Loan Association of Duluth,28702,109228
Versailles,1,402873,28703,OH,Versailles Savings and Loan Company,28703,62682
Cleveland,0,625270,28704,OH,Western Reserve Savings Bank,28704,183310
Xenia,0,140876,28705,OH,"Amerifirst Bank, National Association",28705,244542
Waynesburg,1,624778,28706,PA,First Federal Savings and Loan Association of Greene Co,28706,1039462
Centralia,0,142973,28707,IL,Home Federal Savings and Loan Association of Centralia,28707,35953
Guttenberg,1,564678,28708,NJ,GSL Savings Bank,28708,156458
Cedar Grove,0,441872,28709,NJ,Cedar Grove Savings and Loan Association,28709,
Wallace,0,445160,2871,ID,The First National Bank of North Idaho,2871,161011
Staten Island,1,28013,28710,NY,Northfield Bank,28710,5735013
Farmington,0,141378,28711,MO,"St Francois County Bank, FSB",28711,41346
Middletown,1,565170,28712,NY,First Federal Savings of Middletown,28712,185930
Gaithersburg,0,442374,28713,MD,Citizens Savings Bank F.S.B.,28713,691529
Hamlet,0,143475,28714,NC,First Southern Savings and Loan Association of Hamlet,28714,
Weldon,0,207779,28715,NC,Weldon Savings and Loan Association,28715,
Delphi,0,504571,28716,IN,Hometown Federal Savings Bank,28716,64666
West Memphis,0,208271,28717,AR,West Memphis Federal Savings and Loan Association,28717,58802
Tupelo,0,381772,28718,MS,Community Federal Bank,28718,298490
Mansfield,0,626875,28719,LA,Desoto Federal Savings and Loan Association,28719,63885
Danielson,0,443979,28720,CT,Danielson Federal Savings and Loan Association,28720,104101
Lexington,0,505073,28721,MA,Leader Federal Savings and Loan Association,28721,303021
Kentland,0,382274,28722,IN,Kentland Federal Savings and Loan Association,28722,3808
Danville,0,627377,28723,IL,First Savings Bank,28723,31365
Cincinnati,0,444471,28724,OH,Foundation Bank,28724,208477
High Point,0,209876,28725,NC,BB&T Federal Savings Bank of High Point,28725,230810
Elmira,0,146074,28726,NY,Chemung Valley Federal Savings and Loan Association,28726,
East Rochester,0,145572,28727,NY,Home Federal Savings and Loan Association of East Rochester,28727,
Wayne,0,567277,28728,NJ,"Wayne Savings Bank, F.S.B.",28728,270818
Glen Rock,1,147679,28729,NJ,Ascendia Bank,28729,388195
Suffern,0,210078,28730,NY,First Federal Savings and Loan Association of Suffern,28730,50085
Saint Joseph,0,566775,28731,MO,Midwest Federal Savings and Loan Association of St Joseph,28731,32229
Chehalis,0,506678,28732,WA,Evergreen Savings Association,28732,
Shawnee,0,383879,28733,KS,"Commerce Savings, A Federal Savings and Loan Association",28733,
Ardmore,0,628972,28734,OK,Peoples Federal Savings and Loan Association of Ardmore,28734,49904
Hays,1,148171,28735,KS,"Golden Belt Bank, FSA",28735,368035
Denver,0,507170,28736,CO,Bank Western National Association,28736,4201313
Kingfisher,0,211673,28737,OK,Kingfisher Federal Savings and Loan Association,28737,124441
Mount Vernon,0,384371,28738,MO,"1st Savings Bank, f.s.b.",28738,339873
Norristown,0,629474,28739,PA,Norris Savings and Loan Association,28739,
Lockport,0,569374,28740,IL,First Savings and Loan Association of Will County,28740,
Honolulu,0,446578,28741,HI,First Federal Savings and Loan Association of America,28741,1246224
Nutley,0,149776,28742,NJ,"Nutley Savings Bank, SLA",28742,188649
Madison,0,568872,28743,WI,The Provident Savings and Loan Association,28743,111476
Oshkosh,0,212175,28744,WI,Fox Cities Bank,28744,517440
San Carlos,0,151573,28745,CA,Eureka Federal Savings and Loan Association,28745,1713150
Sistersville,0,630779,28746,WV,First Federal Savings Bank,28746,48072
Chicago,1,447070,28747,IL,Hoyne Savings Bank,28747,477752
St. Louis,0,508775,28748,MO,"Conservative Bank, A Federal Savings Bank",28748,66977
Gnadenhutten,0,385976,28749,OH,Indian Village Community Bank,28749,83531
Ellicott City,0,631271,28750,MD,Fairview Federal Savings and Loan Association,28750,100614
Baltimore,0,152075,28751,MD,Druid Hill Federal Savings and Loan Association,28751,27201
Baltimore,0,153670,28752,MD,Federal Savings Bank of Maryland,28752,62726
Chesterfield,0,340470,28753,MO,Roosevelt Bank,28753,7173530
Red Bank,0,386478,28754,NJ,Monmouth Savings and Loan Association,28754,
New London,0,570679,28755,WI,New London Savings and Loan Association,28755,70821
Russellville,0,448675,28756,AR,First Federal Savings and Loan Association,28756,
Athens,0,214272,28757,TX,Athens Federal Savings and Loan Association,28757,
Arkadelphia,0,154172,28758,AR,First Community Federal Savings and Loan Association,28758,
Denton,0,632876,28760,TX,Denton Savings Association,28760,142729
Little Rock,0,155777,28761,AR,Heartland Bank,28761,176063
Birmingham,0,449177,28762,AL,First Federal Savings and Loan Association of Alabama,28762,
Orlando,0,571171,28763,FL,"The First, Federal Association",28763,1066094
Garden City,0,511074,28764,NY,Suburbia Federal Savings and Loan Association,28764,660228
Kearny,1,633378,28765,NJ,Kearny Bank,28765,7591561
Waterloo,0,510572,28766,IA,First Federal Savings Bank,28766,152339
Atlanta,0,156279,28767,GA,Fulton Federal Savings Bank,28767,2016621
Fort Wayne,0,388575,28768,IN,First Federal Savings and Loan Association of Fort Wayne,28768,
Angola,1,158376,28769,IN,First Federal Savings Bank of Angola,28769,139819
Croydon,0,572776,28770,PA,Croydon Savings Bank,28770,11574
Lock Haven,0,157874,28771,PA,Lock Haven Savings Bank,28771,37536
Bridgeville,0,389077,28772,PA,"Bridgeville Savings Bank, F.S.B.",28772,55903
Cincinnati,0,573278,28773,OH,Central-Progressive Savings Association,28773,
Chicago,0,450472,28774,IL,Hoyne Interim Bank,28774,63878
Grand Junction,0,215877,28775,CO,Modern Federal Savings and Loan Association,28775,55984
Warrensburg,0,634973,28776,MO,Quarry City Savings and Loan Association,28776,74698
Bergenfield,0,160173,28777,NJ,Fellowship Savings and Loan Association,28777,199651
Bound Brook,1,159971,28778,NJ,Somerset Regal Bank,28778,1143103
Pensacola,0,216379,28779,FL,First Mutual Association of Florida,28779,798062
Glen Burnie,1,390372,28780,MD,Arundel Bank,28780,474117
Whiting,0,635475,28781,IN,"Liberty Savings Bank, FSB",28781,58525
Little Rock,0,161778,28782,AR,"First Federal of Arkansas, FA",28782,1339075
Columbus,0,512679,28783,OH,Mid-America Federal Savings and Loan Association,28783,1206441
Natchitoches,0,217974,28784,LA,First Federal Savings and Loan Association,28784,48103
Monroe,0,574873,28785,LA,First Federal Savings and Loan Association,28785,
Jonesboro,0,513171,28786,AR,United Federal Savings and Loan Association,28786,142465
Wichita Falls,0,162270,28787,TX,North Texas Federal Savings and Loan Association,28787,96995
Stone Harbor,1,391977,28788,NJ,Sturdy Savings Bank,28788,1115178
Superior,1,575375,28790,WI,Superior Savings Bank,28790,93881
Upper Darby,0,452579,28791,PA,Bell Savings Bank PaSa,28791,850573
Exton,0,637572,28792,PA,Fidelity Federal Savings and Loan Association,28792,197066
Springfield,1,164377,28793,PA,Sharon Bank,28793,170750
San Francisco,0,218476,28794,CA,Financial Savings and Loan Association of San Francisco,28794,
Hemet,0,163875,28795,CA,Hemet Federal Savings and Loan Association,28795,1019164
Greenville,0,166474,28796,SC,"The First Savings Bank, FSB",28796,2057550
Pulaski,0,165972,28797,VA,First Federal Savings and Loan Association,28797,
Glen Allen,0,514776,28798,VA,Franklin Federal Savings Bank,28798,1079060
Arlington,0,392479,28799,VA,Arlington-Fairfax Savings and Loan Association,28799,
Campton,1,839817,288,KY,Farmers & Traders Bank of Campton,288,68731
Davenport,0,220273,28800,IA,"Mercantile Bank, FSB",28800,385258
Chippewa Falls,0,638074,28801,WI,Chippewa Savings and Loan Association,28801,
Hammonton,0,576970,28802,NJ,First Federal Savings and Loan Association of Hammonton,28802,237617
Rosenberg,0,515278,28803,TX,Fort Bend Federal Savings and Loan Association,28803,315029
Syracuse,0,0,28804,NY,First Federal Savings and Loan Association of Syracuse,28804,
Irvington,1,516873,28805,NY,Sunnyside Federal Savings and Loan Association of Irvington,28805,86061
Clayton,0,455178,28806,MO,First Bank A Savings Bank,28806,607846
Olympia Fields,0,454676,28808,IL,"BankFinancial, National Association",28808,1403478
St. Louis,0,394576,28809,MO,Community Federal Savings and Loan Association,28809,1977010
Jonesboro,0,639679,28811,LA,Jonesboro Federal Savings and Loan Association,28811,55046
Forrest City,1,168571,28812,AR,Armor Bank,28812,499538
Marianna,0,221878,28813,AR,Marianna Federal Savings and Loan Association,28813,
Fond Du Lac,0,170378,28814,WI,Community Savings and Loan Association,28814,141431
St. Cloud,0,395078,28816,MN,"Security Financial Banking and Savings, FSB",28816,247232
Wilmington,0,517375,28817,NC,"Peoples Savings Bank, Inc., SSB",28817,99651
Wildwood,1,172475,28818,NJ,Crest Savings Bank,28818,579600
Colorado Springs,0,222370,28819,CO,First Federal Savings and Loan Association of Colorado Springs,28819,246918
Chicago,0,640974,28820,IL,"Citibank, Federal Savings Bank",28820,5425351
Nacogdoches,0,171973,28821,TX,First Federal Savings and Loan Association,28821,61907
Matteson,0,457275,28822,IL,Union Federal Savings and Loan Association of Cook County,28822,
Everett,0,641476,28823,WA,Cascade Bank,28823,1457791
Rock Rapids,0,0,28824,IA,First Federal Savings and Loan Association of Rock Rapids,28824,
Bowling Green,0,579579,28825,KY,First American National Bank of Kentucky,28825,287421
Middlesboro,0,456773,28826,KY,"Middlesboro Federal Bank, FSB",28826,125274
Birmingham,0,519472,28827,AL,Jefferson Federal Savings and Loan Association of Birmingham,28827,666471
Batavia,0,223975,28828,IL,Pinnacle Bank FSB,28828,68075
Danville,0,396673,28829,IL,Fidelity Savings and Loan Association of Danville,28829,16317
Quincy,0,518970,28830,IL,Gem City Savings and Loan Association,28830,290392
Valparaiso,0,224477,28831,IN,Indiana Federal Bank for Savings,28831,834326
Moline,0,175074,28832,IL,"First Midwest Bank/Quad Cities, National Association",28832,139955
Gastonia,0,397175,28833,NC,Citizens South Bank,28833,938239
Fair Lawn,1,174572,28834,NJ,Columbia Bank,28834,11009182
Bristol,0,581376,28835,PA,First Federal Savings and Loan Association of Bucks Co,28835,769426
Philadelphia,1,459372,28836,PA,United Savings Bank,28836,460385
Brattleboro,1,580874,28837,VT,The Brattleboro Savings and Loan Association,28837,296396
Lakeland,0,458870,28838,FL,FloridaFirst Bank,28838,782147
Bonne Terre,0,643573,28839,MO,Bonne Terre Federal Savings and Loan Association,28839,
Southampton,0,177171,28840,PA,North East Federal Savings and Loan Association,28840,153662
Chicago,1,520777,28841,IL,Community Savings Bank,28841,408153
Deerfield,0,176679,28842,IL,Deerfield Federal Savings and Loan Association,28842,762437
Maplewood,0,398770,28843,NJ,Crestmont Savings and Loan Association,28843,
Peru,0,644075,28844,IN,First Federal Savings and Loan Association of Peru,28844,48510
Twin Falls,1,582971,28845,ID,First Federal Savings Bank of Twin Falls,28845,1437772
Winter Haven,0,521279,28846,FL,"Meritor Savings, FA",28846,847633
North Charleston,0,399272,28847,SC,Cooper River Federal Savings Bank,28847,228859
Weatherford,0,178776,28848,TX,Mutual Building and Loan Association,28848,104774
San Francisco,0,583473,28849,CA,"Franklin Savings, A Federal Savings and Loan Association",28849,
Topeka,0,460677,28850,KS,Shawnee Federal Savings and Loan Association,28850,214692
Oklahoma City,0,180573,28851,OK,Security Federal Savings and Loan Association,28851,
Berlin,0,227076,28852,NJ,"The Howard Federal Savings, FA",28852,51171
Louisville,0,226574,28853,MS,Inter-City Federal Savings Bank,28853,44400
Dillon,0,179278,28854,SC,The Federal Savings and Loan Association of Dillion,28854,
Anderson,0,400570,28855,SC,SouthBank,28855,644166
Leesburg,0,522874,28856,FL,First Federal Savings Bank of Lake County,28856,1112429
Manchester,0,181075,28857,GA,Meriwether Federal Savings and Loan Association,28857,
Miami Lakes,0,461179,28858,FL,"Financial Federal Bank, F.S.B.",28858,649746
Gaffney,1,646172,28859,SC,First Piedmont Federal Savings and Loan Association of Gaffney,28859,591032
Trinidad,1,401072,28860,CO,Century Savings and Loan Association,28860,75783
Nevada,0,523376,28861,MO,Farm & Home Savings Association,28861,3443089
Dallas,0,645670,28863,OR,Family Federal Savings and Loan Association,28863,164183
Clewiston,0,1017779,28864,FL,Olde Cypress Community Bank,28864,161355
Minneapolis,1,3971,28865,MN,MidCountry Bank,28865,1043286
Township Of Washington,0,2376,28866,NJ,Oritani Bank,28866,3988696
Lafayette Hill,0,1874,28867,PA,Home Unity Savings and Loan Association,28867,684804
Mineola,1,279,28868,TX,Broadstreet Bank S S B,28868,429012
Gladewater,0,8677,28869,TX,Gladewater Federal Savings and Loan Association,28869,24873
Forest Grove,0,40163,2887,OR,The Valley National Bank of Oregon,2887,89795
Wallkill,1,7072,28870,NY,Wallkill Valley Federal Savings and Loan Association,28870,475704
Neptune Township,0,6570,28871,NJ,Keystone Savings and Loan Association,28871,
West Point,0,4473,28872,MS,Clay County Federal Savings and Loan Association,28872,
Morrilton,0,13073,28873,AR,First Federal Savings and Loan Association of Morrilton,28873,
Ridgway,0,12571,28874,PA,Ridgway Federal Savings and Loan Association,28874,
Piggott,0,10474,28875,AR,Piggott Federal Savings and Loan Association,28875,
West Des Moines,0,17277,28876,IA,First Federal Savings and Loan Association of Greater Des Moines,28876,
Elgin,0,16775,28877,IL,First Federal Savings and Loan Association of Elgin,28877,211109
Greenfield,0,15170,28878,WI,Mitchell Savings Bank,28878,101348
Beeville,0,14678,28879,TX,First Federal Savings and Loan Association,28879,
Reedsport,0,845377,2888,OR,Umpqua National Bank,2888,
Memphis,0,21171,28880,TN,"NBC Bank, FSB",28880,46699
Wayne,0,20679,28881,NJ,Anchor Savings Bank Federal Savings Bank New Jersey,28881,2368039
Winston-Salem,0,19374,28882,NC,First Federal Savings Bank,28882,398519
Marion,0,18872,28883,OH,Marion Federal Savings and Loan Association,28883,
Bala Cynwyd,0,25375,28884,PA,Atlantic Financial Federal,28884,5299370
Creston,0,24873,28885,IA,First Federal Savings and Loan Association of Creston,28885,67326
Palatka,0,23278,28886,FL,First Federal Bank of North Florida,28886,440122
Tampa,0,22776,28887,FL,Freedom Savings and Loan Association,28887,1892038
Hatboro,0,30874,28888,PA,Fox Chase Bank,28888,1083725
Dresher,0,29579,28889,PA,Abraham Lincoln Federal Savings Bank,28889,189089
Bellevue,0,27472,28890,WA,"Old Stone Bank of Washington, FSB",28890,561919
Seattle,0,26970,28891,WA,"Pacific First Bank, A FSB",28891,5862127
Short Hills,0,35570,28892,NJ,Investors Bank,28892,27951072
Philadelphia,0,33473,28893,PA,Key Savings and Loan Association,28893,
Logansport,1,32971,28894,IN,Security Federal Savings Bank,28894,452935
Mooresville,0,31376,28895,IN,"Mooresville Savings Bank, FSB",28895,66950
Adrian,0,39774,28896,MI,First Federal Savings and Loan Association of Lenawee County,28896,238059
Port Angeles,0,38179,28897,WA,Port Angeles Savings and Loan Association,28897,
San Marcos,0,37677,28898,TX,First Federal Savings and Loan Association,28898,
Salina,0,36072,28899,KS,Peoples Heritage Federal Savings and Loan Association,28899,1810155
Hindman,1,763211,289,KY,Bank of Hindman,289,268052
Milwaukee,0,44170,28900,WI,"Great American Savings Bank, FSB",28900,175868
Wichita,0,43678,28901,KS,First Federal Savings and Loan Association,28901,
Hinsdale,0,42073,28902,IL,Liberty Federal Bank,28902,2008618
Nashville,0,41571,28903,AR,Nashville Federal Savings and Loan Association,28903,
Providence,0,0,28904,KY,Providence Federal Savings and Loan Association,28904,
El Dorado,1,48374,28905,AR,First Financial Bank,28905,1950198
Starkville,0,47872,28906,MS,First Federal Bank for Savings,28906,24995
Luling,0,46277,28907,TX,First Federal Savings and Loan Association,28907,30584
Aston,1,45775,28908,PA,Iron Workers Savings Bank,28908,212741
King Of Prussia,0,52278,28909,PA,Baird Savings Association,28909,
Harrisburg,0,900865,2891,OR,First National Bank of Harrisburg,2891,
Memphis,0,1468616,28910,TN,"First Commercial Bank, National Association of Memphis",28910,653811
Oak Park,0,50171,28911,IL,Great American Federal Savings and Loan Association,28911,933616
Laredo,0,49979,28912,TX,First Federal Savings and Loan Association,28912,171151
Lake Providence,0,56472,28913,LA,"Sun Belt Federal Bank, FSB",28913,205102
Grants Pass,1,55970,28914,OR,Evergreen Federal Bank,28914,628107
New Albany,0,54375,28915,IN,Your Community Bank,28915,1516141
Philadelphia,0,53873,28916,PA,St. Edmond's Federal Savings Bank,28916,302216
Falls City,0,894674,28917,NE,Great Plains Federal Savings and Loan Association,28917,
Midland,0,707877,28918,MI,"Wolverine Bank, Federal Savings Bank",28918,385457
El Dorado,0,59071,28919,KS,Mid-Continent Federal Savings Bank,28919,412719
Milwaukee,0,0,28920,WI,Community Savings and Loan Association,28920,
Summit,0,58579,28921,IL,Argo Federal Savings and Loan Association,28921,25566
Bayside,0,772370,28922,NY,Bayside Federal Savings Bank,28922,973600
Las Vegas,0,895176,28923,NV,M & I Bank NATIONAL ASSOCIATION,28923,1192436
Ottawa,1,771878,28924,IL,First Federal Savings Bank,28924,425882
Monmouth,1,708379,28925,IL,Security Savings Bank,28925,250291
Mount Morris,0,709974,28926,IL,Mt. Morris Savings and Loan Association,28926,45059
Raytown,0,896771,28927,MO,Raytown Federal Savings and Loan Association,28927,
Ferguson,0,957373,28928,MO,St Louis County Federal Savings and Loan Association of Ferguson,28928,85828
Bismarck,0,956871,28929,ND,First Federal Savings and Loan Association of Bismarck,28929,113384
Brookfield,1,710176,28930,MO,Verimore Bank,28930,649717
Silverton,0,774477,28931,OH,Community Savings Association,28931,
Cleveland,0,897273,28932,OH,"Charter One Bank, National Association",28932,46376252
Jackson,0,773975,28933,TN,First Federal Savings and Loan Association,28933,
Urbana,0,712273,28934,OH,Perpetual Federal Savings Bank of Urbana,28934,393526
Defiance,0,711771,28935,OH,Home Savings and Loan Association,28935,192736
West Palm Beach,0,959470,28936,FL,First Bank of Florida,28936,1807121
Ripon,0,958978,28937,WI,M&I Interim State Bank,28937,88219
Harvard,0,899370,28938,IL,Harvard Savings Bank,28938,141645
Stevens Point,0,713878,28939,WI,First Financial Bank,28939,5691478
Wilmette,0,960775,28940,IL,Horizon Federal Savings Bank,28940,1223701
New York City,0,898878,28941,NY,First Federal Savings and Loan Association of New York,28941,
Carthage,1,900678,28942,NY,"Carthage Savings and Loan, National Association",28942,308056
Indianapolis,0,777076,28943,IN,Shelby Federal Savings Bank,28943,348673
Conroe,0,776574,28944,TX,First Federal Savings and Loan Association of Conroe,28944,174251
Prescott,0,961277,28945,AR,Southwest Federal Savings and Loan Association,28945,
Gilford,0,962872,28946,NH,"HomeBank, FSB",28946,255081
Johnson City,0,716477,28947,TN,First Federal Savings and Loan Association of Upper East,28947,
Detroit,0,901170,28948,MI,First Federal of Michigan,28948,8458553
Amory,1,715975,28949,MS,"Amory First Savings And Loan Bank, Ssb",28949,77041
Oklahoma City,0,902775,28950,OK,Home Savings and Loan Association of Oklahoma City,28950,15602
Long Beach,0,779173,28951,CA,First Federal Savings and Loan Association,28951,
Kingston,0,778671,28952,NY,Statewide Savings and Loan Association,28952,
Columbus,0,963374,28953,MS,First Federal Bank for Savings,28953,155368
Canton,0,964979,28954,MS,First Federal Savings and Loan Association,28954,
Plano,0,780478,28955,TX,Hallmark Savings Association,28955,166114
Kerrville,0,718574,28956,TX,Hill Country Savings and Loan Association,28956,
Bay City,0,903277,28957,TX,Bay City Federal Savings and Loan Association,28957,157930
Fort Smith,0,682376,28958,AR,"Superior Bank, FSB",28958,1744873
Little Rock,0,681874,28959,AR,"Peoples Savings and Loan Association, FA",28959,
Russellville,0,745075,28960,KY,"Trans Financial Bank, Federal Savings Bank",28960,53928
Hammond,0,929576,28961,IN,First Federal Savings and Loan Association of Hammond,28961,39597
Central City,0,869476,28962,KY,"Peoples First, F.S.B.",28962,177413
Lincoln Park,0,930871,28963,NJ,Lincoln 1st  Bank,28963,264238
High Point,0,434472,28964,NC,Perpetual Savings and Loan Association,28964,
Hope,0,868974,28965,AR,First Federal Savings and Loan Association of Hope,28965,
Princeton,0,746670,28966,IN,First Federal Savings and Loan Association,28966,
Fort Lauderdale,0,684473,28967,FL,First Federal Savings and Loan Association of Broward Co,28967,
Panama City,0,683971,28968,FL,Florida FirstBank,28968,275566
Upper Marlboro,0,747172,28969,MD,Prince George's Federal Savings Bank,28969,101387
Claremore,0,931373,28970,OK,Fidelity Federal Savings and Loan Association,28970,84257
Batesville,0,268574,28971,IN,Citizens-Permanent Savings and Loan Association,28971,
Augusta,0,871273,28973,GA,"Bankers First Savings Bank, FSB",28973,640710
Philadelphia,0,0,28974,PA,Independence Federal Savings and Loan Association,28974,
Pittsburg,0,748777,28975,KS,First Federal Savings and Loan Association of Pittsburg,28975,290886
Hodgenville,0,870771,28976,KY,Larue Federal Savings and Loan Association,28976,11956
Sparta,0,873370,28977,WI,"Valley Bank Western, FSB",28977,100378
Washington,0,872878,28978,IA,Washington Federal Savings Bank,28978,97860
Centralia,0,933470,28979,MO,Boone County Federal Savings and Loan Association of Centralia,28979,19700
Bolingbrook,0,749279,28980,IL,"Midwest Savings Bank, FSB",28980,47185
La Crosse,0,751076,28981,WI,First Federal Capital  Bank,28981,4109173
Harrison,0,687072,28982,AR,First Federal Bank,28982,603767
Ladysmith,1,686570,28983,WI,Ladysmith Federal Savings and Loan Association,28983,91880
Nashville,0,750574,28984,TN,Security Federal Savings and Loan Association,28984,380272
Searcy,0,936079,28985,AR,Searcy Federal Savings and Loan Association,28985,
Antigo,0,874975,28986,WI,North Central Savings and Loan Association,28986,
Houston,0,688677,28987,TX,Texas Western Federal Savings and Loan Association,28987,116097
Wilkes-Barre,0,0,28988,PA,First Federal Savings and Loan Association,28988,
Webster City,1,935577,28989,IA,WCF Financial Bank,28989,226778
Kokomo,0,689179,28990,IN,First Federal Savings Bank of Kokomo,28990,244610
Brewster,0,753173,28991,OH,Brewster Building and Loan Company,28991,
Denison,0,752671,28992,IA,Heritage Federal Savings and Loan Association of Denison,28992,
Oelwein,0,875477,28993,IA,Oelwein Federal Savings and Loan Association,28993,
Charleston,0,877574,28994,SC,First Federal Bank,28994,3165281
Tallahassee,0,690474,28995,FL,Tallahassee Federal Savings and Loan Association,28995,
Coral Gables,0,938176,28996,FL,Coral Gables Federal Savings and Loan Association,28996,2524086
Rock Hill,0,937674,28997,SC,"Provident Community Bank, National Association",28997,327048
Manassas,0,755270,28998,VA,Piedmont Federal Savings Bank,28998,444605
Smithfield,0,939771,28999,NC,Smithfield Savings and Loan Association,28999,
Manchester,0,781514,290,KY,"The First State Bank and Trust Company of Manchester, Kentucky",290,82170
Miami,0,878076,29000,FL,"Centrust Bank, A State Savings Bank",29000,8217563
Miami,0,754778,29001,FL,"Chase Federal Bank, a Federal Savings Bank",29001,2811384
Mobile,0,941578,29002,AL,"Altus Bank, A FSB",29002,1970413
New York City,0,879671,29003,NY,Edison Federal Savings and Loan Association,29003,140107
Beverly Hills,0,0,29004,CA,Southern California Savings and Loan Association,29004,
Centerburg,0,693073,29005,OH,First Federal Savings and Loan Association,29005,22969
Lufkin,0,692571,29006,TX,"The Bank of East Texas, S.S.B.",29006,112674
Mount Vernon,0,942070,29007,IL,King City Federal Savings Bank,29007,177138
Des Plaines,0,694678,29008,IL,"Covest Banc, National Association",29008,586291
